NAME,CLUB,LEAGUE,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Aleix Vidal,Deportivo Alavés,Spain Primera Division,RB,Gold,76,89,63,68,79,38,52
Craig Cathcart,Watford,England Premier League,CB,Gold,76,76,72,69,77,70,82
Arthur Masuaku,West Ham United,England Premier League,LB,Gold,76,83,55,71,76,69,73
John Guidetti,Deportivo Alavés,Spain Primera Division,ST,Gold,76,72,75,69,75,43,67
Andre Gray,Watford,England Premier League,ST,Gold,76,47,60,66,66,75,74
Ibrahim Sangaré,Toulouse FC,France Ligue 1,CDM,Gold,76,89,72,67,79,41,65
Mark Noble,West Ham United,England Premier League,CM,Gold,76,65,44,51,51,75,79
Arne Maier,Hertha BSC,Germany 1. Bundesliga,CM,Gold,76,69,72,75,78,34,62
Montoya,Brighton & Hove Albion,England Premier League,RB,Gold,76,78,69,69,76,32,57
Unai Núñez,Athletic Club de Bilbao,Spain Primera Division,CB,Gold,76,77,76,68,76,40,62
Riccardo Orsolini,Bologna,Italy Serie A,CAM,Gold,76,72,75,57,72,37,68
Mason Mount,Chelsea,England Premier League,CAM,Gold,75,78,65,75,75,71,76
Jacob Bruun Larsen,Borussia Dortmund,Germany 1. Bundesliga,LM,Gold,75,90,71,63,77,30,72
Andrea Ranocchia,Inter,Italy Serie A,CB,Gold,75,71,68,74,76,46,53
Danilo D'Ambrosio,Inter,Italy Serie A,RB,Gold,75,90,66,69,75,59,71
Cristiano Biraghi,Inter,Italy Serie A,LB,Gold,75,71,42,60,63,74,72
Valentino Lazaro,Inter,Italy Serie A,RB,Gold,75,82,73,63,71,32,79
Marko Pjaca,Piemonte Calcio,Italy Serie A,LW,Gold,75,84,49,64,69,72,80
Marcelo Saracchi,RB Leipzig,Germany 1. Bundesliga,LB,Gold,75,70,28,54,60,74,76
Panagiotis Retsos,Bayer 04 Leverkusen,Germany 1. Bundesliga,CB,Gold,75,67,69,73,77,60,62
Thiago Maia,LOSC Lille,France Ligue 1,CDM,Gold,75,66,62,73,75,65,69
Luiz Araújo,LOSC Lille,France Ligue 1,LM,Gold,75,85,69,68,78,26,55
Renato Sanches,LOSC Lille,France Ligue 1,CM,Gold,75,73,77,70,73,47,69
Youssouf Koné,Olympique Lyonnais,France Ligue 1,LB,Gold,75,66,76,76,77,49,67
Ryan Sessegnon,Tottenham Hotspur,England Premier League,LM,Gold,75,91,73,68,81,29,51
Ferrán Torres,Valencia CF,Spain Primera Division,RM,Gold,75,74,64,73,76,66,53
Manu Vallejo,Valencia CF,Spain Primera Division,ST,Gold,75,79,73,69,79,36,44
Lukas Rupp,TSG 1899 Hoffenheim,Germany 1. Bundesliga,CM,Gold,75,85,74,62,73,37,76
Martín,Deportivo Alavés,Spain Primera Division,RB,Gold,75,66,38,53,49,76,74
Sandro Tonali,Brescia,Italy Serie A,CDM,Gold,75,67,76,58,75,27,69
Tom Davies,Everton,England Premier League,CM,Gold,75,90,63,72,75,56,75
Vincent Koziello,1. FC Köln,Germany 1. Bundesliga,CM,Gold,75,89,53,66,75,69,71
Lucas Olaza,RC Celta de Vigo,Spain Primera Division,LB,Gold,75,80,69,74,76,37,49
Nikola Vukčević,Levante UD,Spain Primera Division,CDM,Gold,75,67,49,65,65,75,74
Carlos Fernández,Granada CF,Spain Primera Division,ST,Gold,75,76,72,58,70,27,76
Harry Wilson,Bournemouth,England Premier League,RW,Gold,75,66,75,73,77,43,67
Gennaro Tutino,Hellas Verona,Italy Serie A,CF,Gold,75,75,66,74,77,49,52
Hernâni,Levante UD,Spain Primera Division,RM,Gold,75,72,48,62,66,73,78
Neal Maupay,Brighton & Hove Albion,England Premier League,ST,Gold,75,82,75,66,77,29,66
Lisandro Magallán,Deportivo Alavés,Spain Primera Division,CB,Gold,75,82,60,70,76,70,70
Louis Schaub,1. FC Köln,Germany 1. Bundesliga,CAM,Gold,75,70,72,59,74,29,62
Luciano Aued,Universidad Católica,Chile Campeonato Nacional Scotiabank,CM,Gold,75,81,69,69,79,34,75
Fede Vico,Granada CF,Spain Primera Division,CAM,Gold,75,67,65,72,76,73,73
Alfredo Donnarumma,Brescia,Italy Serie A,ST,Gold,75,70,71,72,71,71,72
Stefano Sturaro,Genoa,Italy Serie A,CM,Gold,75,55,45,51,52,75,80
Dominick Drexler,1. FC Köln,Germany 1. Bundesliga,CAM,Gold,75,69,73,73,76,46,53
José Pedro Fuenzalida,Universidad Católica,Chile Campeonato Nacional Scotiabank,RW,Gold,75,65,69,77,74,47,51
Craig Dawson,Watford,England Premier League,CB,Gold,75,63,52,65,71,72,81
Mattia Destro,Bologna,Italy Serie A,ST,Gold,75,75,64,68,73,72,74
Gaëtan Charbonnier,Stade Brestois 29,France Ligue 1,ST,Gold,75,77,73,71,76,45,64
Lago Júnior,RCD Mallorca,Spain Primera Division,LM,Gold,75,77,65,72,74,72,72
Quique,SD Eibar,Spain Primera Division,ST,Gold,75,61,73,71,70,73,71
Oliver Norwood,Sheffield United,England Premier League,CM,Gold,75,64,54,73,77,72,73
Diego Buonanotte,Universidad Católica,Chile Campeonato Nacional Scotiabank,CAM,Gold,75,82,66,69,74,71,71
Salva Sevilla,RCD Mallorca,Spain Primera Division,CM,Gold,75,70,52,67,69,73,74
Jorge Valdivia,CD Viñazur,Chile Campeonato Nacional Scotiabank,CAM,Gold,75,88,67,67,80,37,55
Renaud Cohade,FC Metz,France Ligue 1,CM,Gold,75,55,34,57,62,76,70
Yves Bissouma,Brighton & Hove Albion,England Premier League,CM,Gold,75,92,70,64,80,36,63
Konstantinos Stafylidis,TSG 1899 Hoffenheim,Germany 1. Bundesliga,LWB,Gold,75,84,76,58,72,29,67
Jason,Getafe CF,Spain Primera Division,RM,Gold,75,66,40,63,67,76,72
Wes Morgan,Leicester City,England Premier League,CB,Gold,75,51,47,49,57,76,76
Martin Braithwaite,CD Leganés,Spain Primera Division,ST,Gold,75,49,53,71,66,75,75
Rodrigo Ely,Deportivo Alavés,Spain Primera Division,CB,Gold,75,74,62,69,72,73,73
Melero,Levante UD,Spain Primera Division,CDM,Gold,75,52,31,61,64,76,75
Bernardo,Brighton & Hove Albion,England Premier League,LB,Gold,75,85,70,69,80,35,59
Younousse Sankharé,Girondins de Bordeaux,France Ligue 1,CM,Gold,75,57,74,52,67,27,79
Jemerson,AS Monaco,France Ligue 1,CB,Gold,75,80,60,71,77,70,77
Gabriel Boschilia,AS Monaco,France Ligue 1,CAM,Gold,75,64,66,68,69,70,78
James McCarthy,Crystal Palace,England Premier League,CDM,Gold,75,77,67,74,83,41,67
Valon Berisha,Lazio,Italy Serie A,LM,Gold,75,65,34,63,62,77,64
Andrea Conti,Milan,Italy Serie A,RM,Gold,75,74,62,76,76,71,76
Federico Santander,Bologna,Italy Serie A,ST,Gold,75,52,52,53,55,76,73
Amadou Diawara,Roma,Italy Serie A,CM,Gold,75,62,67,72,70,71,70
Alfred Duncan,Sassuolo,Italy Serie A,CM,Gold,75,68,68,74,75,70,75
Daniel Brosinski,1. FSV Mainz 05,Germany 1. Bundesliga,RB,Gold,75,55,41,51,63,76,72
Artur Ioniță,Cagliari,Italy Serie A,CM,Gold,75,57,58,67,69,72,69
Javi López,RCD Espanyol,Spain Primera Division,RB,Gold,75,73,72,73,76,52,60
Xavier Chavalerin,Stade de Reims,France Ligue 1,CDM,Gold,75,81,63,68,75,68,55
Daniel Torres,Deportivo Alavés,Spain Primera Division,CDM,Gold,75,62,64,71,71,74,74
Lukas Lerager,Genoa,Italy Serie A,CM,Gold,75,87,61,70,75,70,75
Andy Carroll,Newcastle United,England Premier League,ST,Gold,75,68,76,65,78,30,64
Erick Cabaco,Levante UD,Spain Primera Division,CB,Gold,75,86,75,62,71,38,71
Wesley Saïd,Toulouse FC,France Ligue 1,ST,Gold,75,77,68,70,74,72,80
Kevin Möhwald,Werder Bremen,Germany 1. Bundesliga,CM,Gold,75,85,70,68,75,57,73
Matteo Darmian,Parma,Italy Serie A,LB,Gold,75,78,73,70,76,30,67
Marko Rog,Cagliari,Italy Serie A,CM,Gold,75,67,60,64,68,73,83
Robin Quaison,1. FSV Mainz 05,Germany 1. Bundesliga,CF,Gold,75,90,65,72,74,69,72
Sebastian Langkamp,Werder Bremen,Germany 1. Bundesliga,CB,Gold,75,70,32,50,58,73,78
Gen Shoji,Toulouse FC,France Ligue 1,CB,Gold,75,57,76,65,68,38,72
Bouna Sarr,Olympique de Marseille,France Ligue 1,RB,Gold,75,32,40,48,49,76,65
Stefano Okaka,Udinese,Italy Serie A,ST,Gold,75,73,57,72,72,71,71
Pablo Zabaleta,West Ham United,England Premier League,RB,Gold,75,88,72,66,79,37,59
Abdoulaye Touré,FC Nantes,France Ligue 1,CDM,Gold,75,81,48,68,77,70,73
Barragán,Real Betis Balompié,Spain Primera Division,RB,Gold,75,76,55,68,71,74,70
Demarai Gray,Leicester City,England Premier League,LW,Gold,75,75,75,71,73,38,67
Sada Thioub,Angers SCO,France Ligue 1,RM,Gold,75,72,67,73,75,64,70
Jérémy Morel,Stade Rennais,France Ligue 1,CB,Gold,75,65,63,71,75,61,70
Davide Santon,Roma,Italy Serie A,RB,Gold,75,50,44,60,62,75,71
Dan Gosling,Bournemouth,England Premier League,CM,Gold,75,65,40,53,59,77,70
Łukasz Teodorczyk,Udinese,Italy Serie A,ST,Gold,75,40,67,73,71,72,71
Adrian Mariappa,Watford,England Premier League,CB,Gold,75,83,71,55,73,23,66
Kelvin Amian,Toulouse FC,France Ligue 1,RB,Gold,75,62,33,46,59,73,78
Moses Simon,FC Nantes,France Ligue 1,LM,Gold,75,66,67,71,72,68,77
Paul Dummett,Newcastle United,England Premier League,CB,Gold,75,76,74,70,75,45,72
Håvard Nordtveit,TSG 1899 Hoffenheim,Germany 1. Bundesliga,CB,Gold,75,68,69,75,73,68,65
Fin Bartels,Werder Bremen,Germany 1. Bundesliga,RM,Gold,75,67,63,73,74,67,64
Valentin Eysseric,Fiorentina,Italy Serie A,LW,Gold,75,72,74,68,72,46,76
Matthew Lowton,Burnley,England Premier League,RB,Gold,75,57,43,54,58,76,76
Anuar,Real Valladolid,Spain Primera Division,CDM,Gold,75,45,33,53,49,76,72
Dídac Vilà,RCD Espanyol,Spain Primera Division,LB,Gold,75,71,68,73,73,76,75
Daniel Congré,Montpellier HSC,France Ligue 1,CB,Gold,75,33,33,52,57,76,73
Joshua Brenet,TSG 1899 Hoffenheim,Germany 1. Bundesliga,LWB,Gold,75,79,69,69,78,31,62
Arbër Zeneli,Stade de Reims,France Ligue 1,LM,Gold,75,87,67,68,75,64,62
Ludovic Ajorque,RC Strasbourg,France Ligue 1,ST,Gold,75,73,74,76,76,65,69
Diogo Dalot,Manchester United,England Premier League,RB,Gold,75,83,60,71,76,65,72
Sergio Álvarez,SD Eibar,Spain Primera Division,CDM,Gold,75,52,68,71,71,71,73
Zaldúa,Real Sociedad,Spain Primera Division,RB,Gold,75,85,63,71,73,72,70
Jetro Willems,Newcastle United,England Premier League,LWB,Gold,75,32,32,57,59,78,70
Alaixys Romao,Stade de Reims,France Ligue 1,CDM,Gold,75,45,68,72,70,65,77
Dodi Lukébakio,Hertha BSC,Germany 1. Bundesliga,ST,Gold,75,58,74,61,65,32,72
Ciaran Clark,Newcastle United,England Premier League,CB,Gold,75,81,72,72,78,31,62
Luca Rigoni,Parma,Italy Serie A,CM,Gold,75,84,71,61,75,40,70
Jeff Hendrick,Burnley,England Premier League,RM,Gold,75,70,70,74,74,52,59
Maya Yoshida,Southampton,England Premier League,CB,Gold,75,85,69,70,79,44,55
Sebastián Cristóforo,Fiorentina,Italy Serie A,CDM,Gold,75,70,42,66,66,76,71
Kwon Chang Hoon,SC Freiburg,Germany 1. Bundesliga,RM,Gold,75,71,43,63,68,75,75
Junior Stanislas,Bournemouth,England Premier League,LM,Gold,75,64,61,70,74,72,71
Álex Moreno,Real Betis Balompié,Spain Primera Division,LB,Gold,75,87,69,69,77,41,59
Ola Aina,Torino,Italy Serie A,LM,Gold,75,74,63,74,78,69,77
Sandro,Real Valladolid,Spain Primera Division,ST,Gold,75,92,72,65,77,39,67
Juan Camilo Hernández,Watford,England Premier League,ST,Gold,75,54,75,54,71,39,75
Boubacar Kamara,Olympique de Marseille,France Ligue 1,CB,Gold,75,52,65,75,70,66,66
Kenneth Omeruo,CD Leganés,Spain Primera Division,CB,Gold,75,61,76,57,69,32,70
Robert Berić,AS Saint-Étienne,France Ligue 1,ST,Gold,75,75,68,71,71,69,81
Scott Dann,Crystal Palace,England Premier League,CB,Gold,75,81,70,74,76,54,69
Timmy Chandler,Eintracht Frankfurt,Germany 1. Bundesliga,RB,Gold,75,79,70,73,75,58,65
Justin Kluivert,Roma,Italy Serie A,LW,Gold,75,39,34,49,55,77,77
Ghislain Konan,Stade de Reims,France Ligue 1,LB,Gold,75,78,70,67,75,53,76
Valère Germain,Olympique de Marseille,France Ligue 1,ST,Gold,75,76,64,74,75,69,75
Janik Haberer,SC Freiburg,Germany 1. Bundesliga,CM,Gold,75,54,46,59,57,75,74
Martin Kelly,Crystal Palace,England Premier League,CB,Gold,75,65,72,73,73,72,75
Manuel Gulde,SC Freiburg,Germany 1. Bundesliga,CB,Gold,75,77,70,73,76,67,64
Recio,CD Leganés,Spain Primera Division,CM,Gold,75,76,53,70,77,72,68
Harvey Barnes,Leicester City,England Premier League,LW,Gold,75,68,59,66,74,73,73
Moussa Konaté,Amiens SC,France Ligue 1,ST,Gold,75,76,75,67,73,38,70
Joris Gnagnon,Sevilla FC,Spain Primera Division,CB,Gold,75,45,44,59,51,73,76
Eddy Gnahoré,Amiens SC,France Ligue 1,CM,Gold,75,67,38,54,60,75,77
Stuart Armstrong,Southampton,England Premier League,CAM,Gold,75,76,67,71,78,57,61
Jordan Ayew,Crystal Palace,England Premier League,ST,Gold,75,78,76,72,79,44,59
Medrán,Valencia CF,Spain Primera Division,CM,Gold,75,80,70,70,79,37,57
Mubarak Wakaso,Deportivo Alavés,Spain Primera Division,CM,Gold,75,71,73,74,76,47,75
Danilo Cataldi,Lazio,Italy Serie A,CM,Gold,75,56,38,50,56,74,79
Alberto Grassi,Parma,Italy Serie A,CM,Gold,75,63,49,65,68,74,76
Postigo,Levante UD,Spain Primera Division,CB,Gold,75,72,39,59,64,74,79
Koffi Djidji,Torino,Italy Serie A,CB,Gold,75,76,60,74,76,68,69
Romain Thomas,Angers SCO,France Ligue 1,CB,Gold,75,81,70,73,75,68,77
Lorenzo De Silvestri,Torino,Italy Serie A,RM,Gold,75,87,72,64,75,27,71
Yann Karamoh,Parma,Italy Serie A,RM,Gold,75,78,67,70,77,72,72
Matt Ritchie,Newcastle United,England Premier League,LWB,Gold,75,85,59,70,76,68,67
Cucurella,Getafe CF,Spain Primera Division,LM,Gold,75,68,62,69,75,71,78
Darko Brašanac,CA Osasuna,Spain Primera Division,CM,Gold,75,77,57,69,71,72,72
Rémi Oudin,Stade de Reims,France Ligue 1,RM,Gold,75,77,72,68,78,41,62
Christian Benteke,Crystal Palace,England Premier League,ST,Gold,75,67,62,66,70,76,75
Christian Kouamé,Genoa,Italy Serie A,ST,Gold,75,74,38,64,75,73,69
Adam Ounas,OGC Nice,France Ligue 1,LM,Gold,75,65,57,67,71,72,81
Mason Holgate,Everton,England Premier League,RB,Gold,75,72,70,75,77,60,67
Nathaniel Chalobah,Watford,England Premier League,CDM,Gold,75,67,55,65,68,75,79
Marcus Coco,FC Nantes,France Ligue 1,RM,Gold,75,72,67,69,76,68,75
Ximo Navarro,Deportivo Alavés,Spain Primera Division,CB,Gold,75,78,76,63,74,43,75
Godfred Donsah,Bologna,Italy Serie A,CM,Gold,75,70,54,76,79,72,61
Guido Carrillo,CD Leganés,Spain Primera Division,ST,Gold,75,51,32,57,51,74,80
Christian Günter,SC Freiburg,Germany 1. Bundesliga,LB,Gold,75,87,65,70,76,31,51
Andrew Surman,Bournemouth,England Premier League,CM,Gold,75,34,77,73,75,37,64
Bastian Oczipka,FC Schalke 04,Germany 1. Bundesliga,LWB,Gold,75,52,77,57,68,37,69
Alireza Jahanbakhsh,Brighton & Hove Albion,England Premier League,RW,Gold,75,63,69,74,78,55,50
Kunde Malong,1. FSV Mainz 05,Germany 1. Bundesliga,CDM,Gold,75,68,60,71,78,60,75
Hamari Traoré,Stade Rennais,France Ligue 1,RB,Gold,75,69,41,54,61,74,81
Óscar Plano,Real Valladolid,Spain Primera Division,RM,Gold,75,69,41,54,61,74,81
Maxime Gonalons,Granada CF,Spain Primera Division,CDM,Gold,75,76,55,68,72,71,72
Carlos Sánchez,West Ham United,England Premier League,CDM,Gold,75,88,67,69,76,29,59
Miloš Veljković,Werder Bremen,Germany 1. Bundesliga,CB,Gold,75,88,67,68,78,28,52
Stefan Mitrović,RC Strasbourg,France Ligue 1,CB,Gold,75,79,72,72,76,62,72
Karim Onisiwo,1. FSV Mainz 05,Germany 1. Bundesliga,ST,Gold,75,75,68,67,74,71,78
Jonathan Schmid,SC Freiburg,Germany 1. Bundesliga,RB,Gold,75,72,61,69,74,70,81
Fran Beltrán,RC Celta de Vigo,Spain Primera Division,CDM,Gold,75,69,66,71,74,53,61
Paul Lasne,Stade Brestois 29,France Ligue 1,CM,Gold,75,74,63,69,72,69,72
Jakub Jankto,Sampdoria,Italy Serie A,CM,Gold,75,64,52,62,69,69,64
Benjamin Henrichs,AS Monaco,France Ligue 1,RB,Gold,75,64,75,54,66,25,72
Adrien Tameze,OGC Nice,France Ligue 1,CM,Gold,75,71,72,63,69,43,77
Josip Drmić,Norwich City,England Premier League,ST,Gold,75,81,73,64,75,25,60
Kenedy,Getafe CF,Spain Primera Division,LM,Gold,75,87,62,68,78,42,51
Nicola Sansone,Bologna,Italy Serie A,ST,Gold,75,83,70,71,77,34,59
Florian Kainz,1. FC Köln,Germany 1. Bundesliga,LM,Gold,75,61,39,59,65,75,71
Lamine Koné,RC Strasbourg,France Ligue 1,CB,Gold,75,88,73,66,74,31,58
Calum Chambers,Arsenal,England Premier League,CDM,Gold,75,74,39,63,67,73,74
Moussa Niakhaté,1. FSV Mainz 05,Germany 1. Bundesliga,CB,Gold,75,87,69,68,77,42,67
Angelo Fulgini,Angers SCO,France Ligue 1,RM,Gold,75,56,38,41,58,73,78
Marius Wolf,Hertha BSC,Germany 1. Bundesliga,RB,Gold,75,61,51,62,67,70,77
Rafael Leão,Milan,Italy Serie A,ST,Gold,75,58,32,55,47,75,70
Mattéo Guendouzi,Arsenal,England Premier League,CM,Gold,75,64,24,52,63,73,79
Emmanuel Badu,Hellas Verona,Italy Serie A,CDM,Gold,75,73,71,72,76,43,59
Kevin Akpoguma,TSG 1899 Hoffenheim,Germany 1. Bundesliga,CB,Gold,75,88,67,64,79,36,64
Ainsley Maitland-Niles,Arsenal,England Premier League,RWB,Gold,75,68,74,47,63,36,79
Suat Serdar,FC Schalke 04,Germany 1. Bundesliga,CM,Gold,75,76,65,71,75,53,61
Thomas Foket,Stade de Reims,France Ligue 1,RB,Gold,75,81,67,68,78,34,60
Yoshinori Mutō,Newcastle United,England Premier League,ST,Gold,75,80,69,71,78,37,65
Simon Francis,Bournemouth,England Premier League,CB,Gold,75,81,70,71,72,58,66
Darwin Machís,Granada CF,Spain Primera Division,LM,Gold,75,74,74,61,76,34,70
Alberto Paloschi,Spal,Italy Serie A,ST,Gold,75,82,65,68,78,28,48
Damien Le Tallec,Montpellier HSC,France Ligue 1,CDM,Gold,75,71,62,73,76,61,65
Jasmin Kurtić,Spal,Italy Serie A,CM,Gold,75,60,28,52,52,72,83
Youssouf Sabaly,Girondins de Bordeaux,France Ligue 1,RB,Gold,75,79,72,73,78,58,60
Philipp Bargfrede,Werder Bremen,Germany 1. Bundesliga,CDM,Gold,75,91,63,70,71,38,54
William Vainqueur,Toulouse FC,France Ligue 1,CDM,Gold,75,67,62,74,77,57,64
Seko Fofana,Udinese,Italy Serie A,CM,Gold,75,67,39,45,60,73,75
Ezequiel Ávila,CA Osasuna,Spain Primera Division,ST,Gold,75,76,69,71,78,39,56
Felix Uduokhai,VfL Wolfsburg,Germany 1. Bundesliga,CB,Gold,75,89,62,69,77,23,41
Ismaël Traoré,Angers SCO,France Ligue 1,CB,Gold,75,92,63,67,77,57,69
Samuel Kalu,Girondins de Bordeaux,France Ligue 1,RM,Gold,75,67,47,61,61,72,78
Claudio Pizarro,Werder Bremen,Germany 1. Bundesliga,ST,Gold,75,81,65,70,78,39,47
Nampalys Mendy,Leicester City,England Premier League,CDM,Gold,75,88,74,64,79,35,65
Daniel Bessa,Hellas Verona,Italy Serie A,CAM,Gold,75,89,71,60,76,38,69
Solly March,Brighton & Hove Albion,England Premier League,LM,Gold,75,67,67,71,73,70,70
Giannelli Imbula,Lecce,Italy Serie A,CM,Gold,75,77,25,36,46,73,85
Leighton Baines,Everton,England Premier League,LB,Gold,75,78,65,72,72,68,72
Iago,FC Augsburg,Germany 1. Bundesliga,LB,Silver,74,79,61,66,81,51,61
Adrià Pedrosa,RCD Espanyol,Spain Primera Division,LB,Silver,74,76,32,41,43,71,84
Enric Gallego,Getafe CF,Spain Primera Division,ST,Silver,74,73,66,74,77,61,62
Moussa Diaby,Bayer 04 Leverkusen,Germany 1. Bundesliga,LM,Silver,74,93,66,69,76,67,77
João Victor,VfL Wolfsburg,Germany 1. Bundesliga,LW,Silver,74,86,69,72,77,60,68
Rodrigo Becão,Udinese,Italy Serie A,CB,Silver,74,71,65,69,73,74,70
Moussa Djenepo,Southampton,England Premier League,LM,Silver,74,71,52,67,73,75,56
Hannes Wolf,RB Leipzig,Germany 1. Bundesliga,CAM,Silver,74,74,58,72,78,61,66
Jaromír Zmrhal,Brescia,Italy Serie A,LM,Silver,74,79,70,71,77,35,50
Aleix Febas,RCD Mallorca,Spain Primera Division,CM,Silver,74,88,44,59,69,71,79
Alexander Isak,Real Sociedad,Spain Primera Division,ST,Silver,74,82,71,67,79,41,48
Chidozie Awaziem,CD Leganés,Spain Primera Division,CB,Silver,74,74,73,68,71,69,83
Waldo,Real Valladolid,Spain Primera Division,LM,Silver,74,70,64,72,75,65,70
Joseph Aidoo,RC Celta de Vigo,Spain Primera Division,CB,Silver,74,60,49,50,57,72,79
Djibril Sow,Eintracht Frankfurt,Germany 1. Bundesliga,CM,Silver,74,74,72,75,73,66,71
Gil Dias,AS Monaco,France Ligue 1,RM,Silver,74,51,56,62,59,72,80
Emiliano Buendía,Norwich City,England Premier League,RM,Silver,74,62,34,56,52,75,73
Che Adams,Southampton,England Premier League,ST,Silver,74,63,37,50,55,73,78
Kasim Adams Nuhu,Fortuna Düsseldorf,Germany 1. Bundesliga,CB,Silver,74,76,70,71,76,52,74
Habib Diallo,FC Metz,France Ligue 1,ST,Silver,74,54,67,74,71,68,73
Zinedine Ferhat,Nîmes Olympique,France Ligue 1,RM,Silver,74,68,29,55,66,73,73
Albian Ajeti,West Ham United,England Premier League,ST,Silver,74,78,47,65,69,72,68
Oliver McBurnie,Sheffield United,England Premier League,ST,Silver,74,75,72,64,70,39,74
Sargis Adamyan,TSG 1899 Hoffenheim,Germany 1. Bundesliga,CAM,Silver,74,67,67,72,73,51,58
Anwar El Ghazi,Aston Villa,England Premier League,LW,Silver,74,71,46,59,61,74,76
Édson Puch,Universidad Católica,Chile Campeonato Nacional Scotiabank,LW,Silver,74,63,74,65,69,44,75
Óscar Opazo,CD Viñazur,Chile Campeonato Nacional Scotiabank,RB,Silver,74,74,70,70,75,63,71
Jack O'Connell,Sheffield United,England Premier League,CB,Silver,74,75,70,73,76,39,44
Rafael Czichos,1. FC Köln,Germany 1. Bundesliga,CB,Silver,74,65,69,75,69,65,74
Rubén García,CA Osasuna,Spain Primera Division,CAM,Silver,74,70,45,63,69,72,73
Birger Verstraete,1. FC Köln,Germany 1. Bundesliga,CDM,Silver,74,46,76,61,69,27,81
Lucas Silva,Real Madrid,Spain Primera Division,CDM,Silver,74,70,65,73,74,75,65
Adam Webster,Brighton & Hove Albion,England Premier League,CB,Silver,74,84,38,52,56,71,82
Valerio Verre,Hellas Verona,Italy Serie A,CAM,Silver,74,87,39,65,66,69,74
John Egan,Sheffield United,England Premier League,CB,Silver,74,71,63,71,70,71,83
Vadillo,Granada CF,Spain Primera Division,RM,Silver,74,33,26,57,48,77,74
Florian Hübner,1. FC Union Berlin,Germany 1. Bundesliga,CB,Silver,74,66,34,58,63,74,74
Timm Klose,Norwich City,England Premier League,CB,Silver,74,56,71,75,72,62,70
Ilja Nestorovski,Udinese,Italy Serie A,ST,Silver,74,63,42,54,52,73,77
Iñigo Pérez,CA Osasuna,Spain Primera Division,CDM,Silver,74,69,39,64,62,73,75
Conor Hourihane,Aston Villa,England Premier League,CM,Silver,74,61,60,68,58,75,77
Christian Clemens,1. FC Köln,Germany 1. Bundesliga,RM,Silver,74,69,62,70,71,70,74
Enda Stevens,Sheffield United,England Premier League,LWB,Silver,74,31,57,57,53,75,77
Sébastien Corchia,Sevilla FC,Spain Primera Division,RB,Silver,74,68,72,66,72,41,74
Stoppila Sunzu,FC Metz,France Ligue 1,CB,Silver,74,76,74,63,79,28,63
Marcel Risse,1. FC Köln,Germany 1. Bundesliga,RM,Silver,74,70,47,62,65,75,82
Montoro,Granada CF,Spain Primera Division,CDM,Silver,74,74,69,74,77,65,63
James Chester,Aston Villa,England Premier League,CB,Silver,74,75,67,69,74,70,73
Aurélien Chedjou,Amiens SC,France Ligue 1,CB,Silver,74,68,42,67,68,73,73
Henri Saivet,Newcastle United,England Premier League,CAM,Silver,74,63,70,75,75,71,69
Pablo Mouche,CD Viñazur,Chile Campeonato Nacional Scotiabank,LM,Silver,74,58,53,57,52,76,82
Billy Sharp,Sheffield United,England Premier League,ST,Silver,74,79,62,72,74,70,70
Gaëtan Bong,Brighton & Hove Albion,England Premier League,LB,Silver,74,64,66,62,67,74,80
Jean-Eudes Aholou,AS Saint-Étienne,France Ligue 1,CDM,Silver,74,72,58,69,67,73,73
Amato Ciciretti,Napoli,Italy Serie A,CAM,Silver,74,77,65,69,70,69,72
Allan Nyom,Getafe CF,Spain Primera Division,RWB,Silver,74,88,67,68,78,34,58
Ben Gibson,Burnley,England Premier League,CB,Silver,74,75,46,68,70,72,75
Francesco Magnanelli,Sassuolo,Italy Serie A,CDM,Silver,74,76,72,72,75,36,66
Kévin Rodrigues,CD Leganés,Spain Primera Division,LB,Silver,74,80,72,57,71,24,71
Rade Krunić,Milan,Italy Serie A,CM,Silver,74,64,25,50,52,74,76
Juan Foyth,Tottenham Hotspur,England Premier League,CB,Silver,74,85,67,68,77,30,59
Nuno da Costa,RC Strasbourg,France Ligue 1,ST,Silver,74,77,73,63,71,25,74
Keagan Dolly,Montpellier HSC,France Ligue 1,CAM,Silver,74,51,46,62,62,73,80
Unai López,Athletic Club de Bilbao,Spain Primera Division,CM,Silver,74,75,50,63,67,72,72
